mots,fréquence d'apparition depuis début 2023
"['télécharger', 'document', 'expliquer', 'recommandation', 'ecologiqu', 'remettre', 'ue', 'mettre', 'côté', 'prendre', 'compte', 'guerre', 'ukrain', 'asservissemer', 'européen', 'dictature', 'écologique', 'transitioneuropeeufrpubl']",1
"['ya', 'rapport', 'giec', 'merd', 'proposition', 'foutre', 'mettre', 'valérie', 'massondelmott', 'ministre', 'écologique', 'donnezlui', 'plein', 'pouvoir', 'cassezvou', 'loin']",1
"['décision', 'chinois', 'darrêter', 'lexportation', 'terre', 'mettre', 'mur', 'menace', 'latteinte', 'objectif', 'climatiquesx000d', 'x000d', 'leurope', 'dépendre', 'chine', 'approvisionnemer', 'terrer', 'élément', 'essentiel', 'écologique']",1
"['rapport', 'accabler', 'choix', 'énergétique', 'france', 'pert', 'souveraineté', 'divagation', 'politique', 'éloigné', 'écologique', 'buffly3nrgnvy']",1
"['energie', 'rapport', 'accabler', 'choix', 'énergétique', 'france', 'pert', 'souveraineté', 'rendre', 'public', 'divagation', 'politique', 'éloigné', 'écologique', 'lm', 'lemondefreconomiearticle']",1
"['rapport', 'accabler', 'choix', 'énergétique', 'france', 'pert', 'souveraineté', 'divagation', 'politique', 'éloigné', 'écologique', 'mondex000d', 'x000d', 'newsgooglecomrssarticle']",1
"['rapport', 'accabler', 'choix', 'énergétique', 'france', 'pert', 'souveraineté', 'divagation', 'politique', 'éloigné', 'écologique', 'x000d', 'lemondefreconomiearticle']",1
"['christophe', 'béchu', 'voit', 'problèm', 'climatique', 'jet', 'priver', 'laéroport', 'damsterdam', 'sapprête', 'interdirex000d', 'x000d', 'écologique', 'commencer', 'france']",1
"['interdir', 'jet', 'action', 'immédiat', 'écologique', 'guider', 'justice', 'social', 'effort', 'partager', 'ultrariche', 'caprice', 'néfaste', 'lenvironnement', 'x000d', 'x000d', 'directan']",1
"['arrêter', 'modifier', 'larrêter', 'décembre', 'relatif', 'cadr', 'gestion', 'budgétaire', 'contrôle', 'budgétaire', 'ministère', 'écologique', 'cohésion', 'territo', 'arrete', 'legifrancegouvfrjorfidj']",1
"['demain', 'commun', 'mortel', 'concerner', 'linterdiction', 'vol', 'train', '2h30', 'jet', 'priver', 'pouvoir', 'trajet', 'tranquillement', 'x000d', 'x000d', 'acceptation', 'majeur', 'écologique', 'directan']",1
"['marseill', 'politiquesx000d', 'x000d', 'marseille', 'sortir', 'spiral', 'violencex000d', 'x000d', 'général', 'davidgaltier', 'conseiller', 'municipal', 'lr', 'marseille', 'sébastien', 'barle', 'sebbarle', 'adjoint', 'eelv', 'charg', 'écologiquex000d', 'x000d', 'demain', '18h30', 'bfmmarseille']",1
"['rapport', 'enquête', 'mettre', 'séri', 'erreur', 'stratégique', 'alerte', 'ignorer', 'décision', 'hâtif', 'loin', 'mythe', 'national', 'éloigné', 'écologique', 'souveraineté', 'lemondefreconomiearticle', 'lucbronner', 'lemondefr']",1
"['compté', 'véhicule', 'roue', 'écologique']",1
"['nouveau', 'écologique', 'allemagne']",1
"['defaut', 'politique', 'écologique', 'mettre', 'monde', 'danger']",1
"['remette', 'travail', 'société', 'justice', 'social', 'enjeu', 'écologique', 'cfdtberger', 'quelleepoque', 'france2']",1
"['rapport', 'accabler', 'choix', 'énergétique', 'france', 'pert', 'souveraineté', 'divagation', 'politique', 'éloigné', 'écologique', 'lemondefr', 'lemondefreconomiearticle']",1
"['idée', 'ériger', 'passage', 'principe', 'fonctionnement', 'ordinaire', 'brutal', 'réforme', 'retraite', 'écologique', 'forceps', 'x000d', 'x000d', 'emmanuel', 'macron', 'museler', 'débat', 'publicx000d', 'mediapartfrjournalfrance']",1
"['marre', 'dentendre', 'décologie', 'réduction', 'émission', 'co2', 'massacrer', 'puissance', 'nucléaire', 'sacrifier', 'indépendanc', 'jospin', 'jusqual', 'fossoyeur', 'holland', 'born', 'macron']",1
"['rdc', 'solution', 'basculer', 'bloc', 'bric', 'poids', 'économique', 'incontournable', 'écologique', 'fort', 'pression', 'train', 'faire', 'état', 'g7', 'fin', 'guerre', 'agression', 'voyou', 'rwandam23']",1
"['partie', 'recherche', 'écologique', 'autour', 'soinx000d', 'x000d', 'x000d', 'intervention', 'dr', 'guillaume', 'fond', 'centre', 'expert', 'dépression', 'résistant', 'etx000d', 'schizophrénie', 'service', 'information', 'médicalex000d', 'unité', 'psychiatrie', 'hôpital', 'saintemarguerit', 'aphm', 'chudemarseill', 'x000d', 'x000d', 'démarche', 'aphm', 'réduction', 'viand', 'repa', 'midi', 'déploiemer', 'reper', 'végétariensx000d', 'soir']",1
"['priorité', 'néter', 'rattraper', 'retard', 'industriel', 'dinvestir', 'technologie', 'innovant', 'soutenir', 'écologique', 'facile', 'interdir', 'ia', 'fabriquer', 'munition', 'malheureusement', 'guerre', 'insupportable']",1
"['littoral', 'principauter', 'pouvoir', 'concerner', 'éolien', 'provoquer', 'véritable', 'indignation', 'révolution', 'secteur', 'pêche', 'appeler', 'démission', 'ministre', 'écologique', 'teresa', 'riberer']",1
"['vouloir', 'changer', 'société', 'écologique', 'aller', 'attendre', 'guerre']",1
"['épisode', 'projet', 'autoroute', 'concéder', 'déclarer', 'utilité', 'public', 'décret', 'signer', 'edouard', 'philipp', 'ministre', 'elisabeth', 'born', 'ministre', 'transport', 'nicola', 'hulot', 'ministre', 'écologique']",1
"['monde', 'transport', 'public', 'globalemer', 'pauvre', 'ressource', 'usager', 'pouvoir', 'public', 'battre', 'limiter', 'ressource', 'proclamer', 'machin', 'central', 'écologique']",1
"['époque', 'foutiez', 'gueul', 'jlmelenchon', 'plan', 'attendre', 'eau', 'remettre', 'cœur', 'écologique', 'x000d', 'jepouffe']",1
"['replayduweekend', 'cacher', 'écologique', 'congo', 'forçat', 'cobalt', 'francetvfrance2envoyesp']",1
"['naver', 'tête', 'retraite', 'argent', 'disponible', 'dautr', 'chose', 'urgent', 'payer', 'santé', 'pauvreter', 'léducation', 'écologique']",1
"['écologique', 'nullex000d', 'répression', 'policièrex000d', 'réforme', 'retraite', 'passer', 'forcex000d', 'conflit', 'intérêtsx000d', 'dette', 'abyssalex000d', 'destruction', 'école', 'hôpital', 'justice', 'x000d', 'balance', 'commercial', 'fond', 'trou']",1
"['pdg', 'météo', 'france', 'proposer', 'emacron', 'virginie', 'schwarz', 'x000d', 'antérieurement', 'directrice', 'lénergie', 'ministèr', 'écologique', 'solidaire', 'x000d', 'x000d', 'macrondestitution', 'aefinfofrdepeche610483la']",1
"['rediffusion', 'emission', 'hacheurc', 'pétrol', 'parler', 'récent', 'annonce', 'opep', 'risque', 'pénurie', 'pétrol', 'avenir', 'sanction', 'occidental', 'russie', 'écologique', 'bref', 'excellent', 'émission']",1
"['allemagne', 'habitant', 'émettre', 'co2', 'superbe', 'écologique', 'x000d', 'marcher', 'qd', 'trouver', 'énergie', 'fossile', 'combler', 'intermittence']",1
"['tonne', 'x000d', 'x000d', 'éviter', 'démettre', 'tonne', 'co2', 'interdire', 'vol', 'jet', 'priver', 'ministre', 'écologique', 'préférer', 'quece', 'x000d', 'x000d', 'coup', 'servir', 'christophebechu', 'x000d', 'x000d', 'vraiequestion']",1
"['pourtant', 'départ', 'simplex000d', 'autoriser', 'bce', 'financer', 'état', 'écologiquex000d', 'besoin', 'milliard', 'euro', 'bce', 'imprimex000d', 'faire', 'chier', 'banque', 'perdre', 'systèm', 'prêtsx000d', 'tampi']",1
"['accélérer', 'écologique', 'navez', 'france', 'multicondamner', 'inaction', 'climatique', 'multiplier', 'compliquéx000d', 'x000d', 'permettre', 'rester', 'bras', 'croiser']",1
"['accélérer', 'écologique', 'navez', 'france', 'multicondamner', 'inaction', 'climatique', 'multiplier', 'compliquéx000d', 'permettre', 'rester', 'bras', 'croiser']",1
"['ministre', 'écologique', 'favorable', 'écologique']",1
"['ptain', 'vien', 'comprendre', 'x000d', 'x000d', 'écologique', 'ministre', 'rêv', 'lindustrie', 'corps', 'ministre', 'lenvironnement', 'x000d', 'x000d', 'céter', 'nez', 'percuté']",1
"['avi', 'ministre', 'écologique', 'dire', 'reflexion', 'automatiquement', 'perdre', 'poste']",1
"['estil', 'ministre', 'écologique', 'veuill', 'interdir', 'jet', 'priver', 'estil', 'ministre', 'refuser', 'interdir', 'chalut', 'aire', 'marine', 'protéger', 'macron', 'prendre', 'avion', 'aller', 'écologie']",1
"['ministre', 'écologique', 'favorable', 'écologique', 'devoir', 'titrer']",1
"['traduire', 'ministre', 'écologique', 'favorable', 'écologique']",1
"['européen', 'lancer', 'politique', 'écologique', 'décarbonation', 'léconomie', 'dépendant', 'équipement', 'chinois', 'batterie', 'éolien', 'terre', 'détenu', 'chine']",1
"['massivement', 'utiliser', 'agriculteur', 'interdire', 'ministèr', 'écologique', 'pollution', 'représenter', 'risque', 'sanitaire']",1
"['poussez', 'diminution', 'consommation', 'hydrocarbure', 'dégradé', 'qualité', 'parc', 'production', 'électricité', 'quantité', 'fournir', 'nouveau']",1
"['rappel', 'gnl', 'énergie', 'fossile', 'émet', 'rejet', 'méthan', 'serre', 'gnl', 'pollu', 'lair', 'climatique', 'faux', 'solution']",1
"['soutien', 'christophebechu', 'agnesrunacher', 'lutte', 'acharné', 'raisonner', 'intelligent', 'loin', 'écologie', 'punitif', 'prôner', 'fanatique', 'pastèque', 'vert', 'extérieur', 'rouge', 'intérieur']",1
"['tâche', 'manu', 'falloir', 'commence', 'arrêter', 'gaspiller', 'leau', 'utiliser', 'canon', 'eau', 'manifestant', 'chose', 'vent', 'aid', 'tourner', 'éolien']",1
"['guerre', 'métal', 'cacher', 'numérique', 'lll', 'numeriqu', 'french', 'edition', 'bwihvkb', 'amazoncomdpb078fbj9z4']",1
"['macron', 'mener', 'guerre', 'soutien', 'inconsidérer', 'ukrain', 'ruine', 'marcher', 'ue', 'électricité', 'violence', 'chaos', 'intérieur', 'manipulation', 'covid', 'français', 'débarrasser', 'psychopathe']",1
"['venir', 'texpliquer', 'trouver', 'financer', 'rénovation', 'bâtiment', 'public', 'priver', 'prévue', 'pact', 'arriver', 'économie', 'voyage', 'dubaï']",1
"['tierspayantgénéraliséloi', 'transitionénergétiquerevalorisationpointdindiceemploisdavenir', 'noncumul', 'mandatsetc', 'période', 'attentat', 'stupidité', 'frondeursil', 'boire', 'calic', 'jusquà', 'lanisplu', 'bulletin', 'ps']",1
"['risque', 'lier', 'sécurité', 'lammoniac', 'pouvoir', 'nuire', 'plan', 'lammoniac', 'lhydrogène', 'vert', 'présenter', 'risque', 'associer', 'transport', 'stockag']",1
"['guerre', 'metal', 'livre', 'guillaume', 'pitron', 'cacher', 'energétique', 'numérique']",1
"['gros', 'imaginer', 'quun', 'scenario', 'impliqu', 'consommation', 'moindre']",1
"['impliquer', 'réduction', 'lextraction', 'volume', 'charbonpétrolegaz', 'monstrueux', 'regarder', 'seul', 'métal', 'loin', 'constituer', 'majorité', 'flux', 'métal', 'falloir', 'bosse', 'làdessus']",1
"['aurore', 'stephant', 'pipedvideoshortsq9uiv2fvo', 'falloir', 'extrair', 'métal', 'lantiquité', 'coller', 'modèle', 'actuel', 'larnaqu']",1
"['petit', 'con', 'couette', 'bagage', 'culturel', 'résumer', 'ouioui', 'gomm', 'magique', 'documentaire', 'al', 'gore', 'climat', 'donne', 'leçon', 'terre', 'entier', 'dérouler', 'tapis', 'rouge']",1
"['escroquerie', 'politique', 'dailymailcouknewsarticle']",1
"['montage', 'financier', 'connaître', 'creenergie', 'affirmatif', 'sûre', 'dell', 'edf', 'servir', 'vache', 'ler', 'détriment', 'français', 'pénaliser', 'contribuable', 'consommateur']",1
"['conseil', 'énergie', 'marquer', 'adoption', 'texte', 'majeur', 'développement', 'hydrogèn', 'baiss', 'consommation', 'fossile', 'fin', 'véhicule', 'thermique', 'nouveau', 'rencontre', 'homologue', 'ukrainien']",1
"['compte', 'dépense', 'important', 'nécessaire', 'difficile', 'reporter', 'tard', 'plan', 'biden', 'agressif', 'emploi', 'économie', 'brun', 'syndiquéspayant', 'verte']",1
"['vrai', 'imbécile', 'opérer', 'accélérer', 'mythe', 'baser', 'théorie', 'fallacieux', 'prouver', 'faux', 'réchauffemer', 'climatique', 'campagne', 'désinformation', 'devenir', 'attaqu', 'économie', 'société', 'démocratie']",1
"['fabricant', 'allemand', 'payer', 'électricité', 'entreprendre', 'us', 'guerre', 'cours', 'dernier', 'mois', 'situation', 'aggraver', 'conséquence', 'échec', 'total', 'allemand', 'contrepointsorg20230326']",1
"['acheter', 'schist', 'us', 'quavant', 'impact', 'écologique', 'catastrophique', 'laccélération', 'france', 'analyse', 'implacable', 'lucide', 'quatremer']",1
"['envoyespecial', 'grand', 'scandale', 'cobalt', 'bel', 'honte', 'rouler', 'électrique', 'voit', 'décor', 'pouvoir', 'reportage', 'choc', 'bouger', 'ligne', 'écologie']",1
"['enjeux', 'exploitation', 'minéral', 'lithiumla', 'coalition', 'publier', 'payer', 'exiger', 'renforcement', 'gouvernance', 'lutte', 'corruptionnewsabamakocomh282057ht']",1
"['catastrophe', 'écologique', 'annoncer', 'voiture', 'électrique']",1
"['Monsieur', 'brunolemair', 'réponse', 'question', 'concession', 'autoroute', 'méprisant', 'mauvais', 'foi', 'extrême', 'investir', 'autoroute', 'nom', 'malhonnête', 'démagogique']",1
"['vrai', 'urgence', 'démago', 'irresponsable', 'dégager', 'ressource', 'lutte', 'dérèglement', 'climatique', 'énorme', 'déficit', 'actuel', 'pouvoir', 'arriver']",1
"['mention', 'quantité', 'inventer', 'ted', 'talk', 'pauvre', 'présenter', 'militant', 'anti']",1
"['baisser', 'dépense', 'public', 'pension', 'salaire', 'fonctionnaire', 'dépense', 'social', 'financer', 'environnemental', 'utilisation', 'épargne', 'priver', 'endettement', 'public']",1
"['filière', 'émettre', 'co2', 'fournir', 'quantité', 'considérable', 'électricité', 'décennie', 'mérite', 'ranger', 'cas', 'fiasco', 'besoin', 'houill', 'charbon', 'pauvre']",1
"['doigt', 'découvrir', 'forme', 'appeler', 'vœux', 'argument', 'fallacieux', 'backup', 'pilotable', 'compte', 'tenir', 'rejeter', 'nucléaire', 'solution', 'mature', 'militer', 'dénonce']",1
"['woke', 'québec', 'content', 'exploiter', 'financer', 'encourager', 'indirectement', 'financemer', 'guerre', 'ukrain', 'biais', 'pétrole']",1
"['eter', 'simple', 'investissement', 'minier', 'flamber', 'fond', 'energetiqu', 'investissement', 'oil', 'politique', 'debile', 'helicopter', 'monnaie', 'demondialisation']",1
"['energie23', 'solution', 'poursuivre', 'crise', 'actuel', 'maddynews3jczjfb', 'bymaddynes']",1
"['solution', 'poursuivre', 'crise', 'actuel', 'isgdg5eunx', 'bymaddynes']",1
"['cap', 'minerai', 'critique', 'condition', 'amont', 'minier', 'peutil', 'contribuer', 'répondre', 'lutte', 'changement', 'climatique', 'stratégie', 'peutell', 'compter', 'minerai', 'critique', 'rdc']",1
"['plan', 'réduire', 'pénurie', 'personnel', 'lexplosion', 'cout', 'vie', 'gouvernement', 'abandonn', 'région', 'éloigner', 'environnement', 'souverainiste', 'vue', 'nont', 'plan']",1
"['tordre', 'besoin', 'trouv', 'concept', 'flou', 'justement', 'partie', 'discour', 'tiquer']",1
"['macroniste', 'france', 'temps', 'sûr', 'confier', 'pertinent', 'macronie', 'faiilite', 'dette', 'déficit', 'public', 'industrialisation', 'balance', 'commercial', 'pauvreter', 'immigration', 'souveraineté', 'alimentaire']",1
"['réagir', 'défi', 'slogan', 'baser', 'faux', 'estimation', 'regarder', 'vidéo', 'réchauffemer', 'futur', 'contraindre', 'obligatoire', 'odyseecomflora8armescl']",1
"['parler', 'démolit', 'système', 'sauver', 'humanité', 'défendre', 'mondialisation', 'adaptation', 'réchauffemer', 'climatique', 'tomber', 'v', 'vouloir', 'entraîner']",1
"['réinstallation', 'central', 'illégal', 'baser', 'faux', 'écriture', 'justement', 'lété', 'saint', 'nimporte', 'besoin', 'antériorité', 'cf', 'auterrive', 'gav', 'doloron', 'pity']",1
"['md', 'coût', 'cacher', 'raccorder', 'parc', 'solaire', 'éolien', 'borne', 'recharg', 'voiture', 'fabriquer', 'câble', 'résistant', 'événement', 'climatique', 'extrême', 'marinegdlr', 'latribun', 'latribunefrentreprisesfin']",1
"['falloir', 'polluer', 'encourageon', 'lallemagn', 'charbon']",1
"['mensonge', 'climat', 'tombent', 'tombe', 'taxe', 'carbone', 'nouveau', 'économie', 'baser', 'quotat', 'carbone', 'éolien', 'déforestation', 'panneal', 'solaire', 'ville', 'destruction', 'exploitation', 'agricole', 'vache', 'péter', 'pensezy']",1
"['histoire', 'germanophobie', 'rejet', 'lallemagn', 'ralentit', 'volontairement', 'privilégier', 'énergie', 'fossile', 'lurgence', 'climatique']",1
"['gouvernement', 'dépenser', 'formidable', 'énergie', 'manipulateur', 'tenter', 'passer', 'réforme', 'inutile', 'perdu', 'révèl', 'violence', 'policier', 'revenir', 'temps', 'vrai', 'enjeu', 'ignorer', 'climat', 'inégalité']",1
"['france', 'gagner', 'bataill', 'europe', 'lutte', 'latome', 'lallemagne', 'surgir', 'nucléaire', 'peutil', 'prétendr', 'traitement', 'léolien', 'solaire', 'berlin']",1
"['écolo', 'citer', 'allemagne', 'modèle', 'devenir', 'difficile', 'modèle', 'australie', 'méridional', 'million', 'habitant', 'capital', 'adélaïd', 'surface', 'france']",1
"['dire', 'javeldanslebidet', 'torch', 'constitution', 'institution', 'moral', 'projet', 'loi', 'rectificatif', 'sénat', 'entendre', 'quelque chose', 'devoir', 'financer']",1
"['yve', 'bréchet', 'royal', 'lanalyse', 'cause', 'désastre', 'prétendre', 'français', 'trouve', 'dessin', 'résumer', 'laspect', 'politique', 'discour']",1
"['besoin', 'métal', 'disant', 'nécessiter', 'extrair', 'davantage', 'métal', 'extraire', '2000ans', 'délirer', 'impossible', 'qd', 'catastrophe', 'écologique']",1
"['golf', 'jouer', 'jeu', 'dangereux', 'inciter', 'monde', 'accélérer', 'lhydro', 'nucléaire', 'terme', 'détruir', 'économie']",1
"['futur', 'tromper', 'antérieurement', 'paquet', 'famille', 'contribuer', 'taxe', 'caisse', 'gouvernemental', 'misèr', 'irrationnel']",1
"['bardella', 'manier', 'parfaitement', 'critique', 'politique', 'écologique', 'simpliste', 'destructeur', 'eelv', 'lfi', 'consister', 'faison', 'voiture', 'électrique', 'réduire', 'nucléaire', '11x']",1
"['pression', 'eau', 'ignorer', 'theconversationcomlespre', 'frconversation']",1
"['parc', 'nucléaire', 'connaître', 'problème', 'inédit', 'pareil', 'année', 'effectivement', 'prévoir', 'remplacement', 'suite']",1
"['vexer', 'laisse', 'cicatrice', 'pèr', 'absent', 'jsuis', 'spécial', 'jarrive', 'messe', 'bas', 'papa', 'biden', 'remédier', 'étatsunis', 'leader', 'mondial', 'conseil', 'degypt', 'pipedvideowatchvvxrc2vwm']",1
"['voiture', 'électrique', 'produire', '150gco2', 'kilomètre', 'cycle', 'vie', 'peine', 'quun', 'thermique', 'foir', 'production', 'électrique', 'nécessairement', 'foirer', 'court']",1
"['compter', 'mort', 'maladie', 'mineur', 'charbon', 'exploité', 'lallemagn', 'charbon', 'population', 'sudaméricain', 'africain', 'ignorer']",1
"['finance', 'mr', 'ministre', 'commission', 'européen', 'finir', 'fâcher', 'moindre', 'mal', 'marcher', 'tolère', 'déficit', 'armée', 'justice', 'santé', 'école', 'besoin', 'financement', 'lourd', 'pb', 'defficacité']",1
"['lancer', 'penser', 'moderniser', 'promouvoir', 'stockage', 'masse', 'gaspillage', 'nom', 'lobby', 'démesuré']",1
"['siemens', 'naurer', 'quitter', 'projet', 'epr', 'antinucléaire', 'imposer', 'norme', 'compatible', 'complexifier', 'projet']",1
"['pauvre', 'truffevous', 'connaître', 'vraisemblablement', 'rienlisez', 'littérature', 'lomi', 'voir', 'chose', 'norvèg', 'démarr', 'unité', 'h2quen', 'france', 'projet', 'phase', 'final', 'nul']",1
"['jessay', 'pronuke', 'twitter', 'saventdedf', 'dêtr', 'dialogue', 'lobscurantism', 'gagner', 'conscience', 'ridiculiser', 'auprès', 'tl', 'léchec']",1
"['million', 'mort', 'femme', 'violer', 'enfant', 'martyriser', 'torturer', 'nom', 'pire', 'crime', 'humanité', 'dérouler', 'moment', 'presque', 'rd', 'congo', 'mondafriquecomholocaustea']",1
"['responsabilité', 'collectif', 'sorte', 'khmer', 'vert', 'torpiller']",1
"['manon', 'aubry', 'nupe', 'souhaiter', 'continuer', 'taxer', 'carbone', 'nucléaire', 'baisser', 'taxe', 'produit', 'pétrolier', 'gazier', 'redonner', 'pouvoir', 'dachat', 'français']",1
"['échappé', 'quune', 'guerre', 'éclater', 'déséquilibré', 'plan', 'france', 'problèm', 'structurel', 'dailleur', 'importateur', 'net', 'légard', 'lallemagn', 'france', 'profité', 'central']",1
"['ratp', 'boire', 'lign', 'pantin', 'villemombl', 'débuter', 'mettre', 'service', 'premier', 'ivecobu', 'uw12gnv', 'biométhane', 'cursor', 'climatisation', 'girouette', 'blanc', 'prise', 'usb', 'écran', 'dynamique', 'dinfo', 'voyageur']",1
"['pied', 'nez', 'québec', 'déshabiller', 'gouvernement', 'fédéral', 'déplorer', 'porteparol', 'bloc', 'matière', 'industrie', 'attend', 'investissement', 'faire', 'québec', 'leader']",1
"['million', 'mort', 'femme', 'violer', 'enfant', 'martyriser', 'torturer', 'nom', 'pire', 'crime', 'humanité', 'dérouler', 'moment', 'presque', 'rd', 'congo', 'rwandaiskilling']",1
"['sobriéter', 'massif', 'décarbonation', 'réel', 'industrie', 'production', 'massif', 'métal', 'recyclage', 'suffire', 'nouvelobscomopinions20230']",1
"['fr', 'fighting', 'stigma', 'scaling', 'phase', 'financer', 'développement', 'soumettre', 'triple', 'peine', 'prendre', 'pièg', 'pauvreter', 'groupe', 'banqu', 'mondial', 'revenir', 'dlvritsmslrp']",1
"['idem', 'voir', 'ecocide', 'pipedvideoddewmgewkq']",1
"['anti', 'antivoiture', 'électrique', 'combat', 'complotiste', 'simaginent', 'trouver', 'vériter', 'nen', 'argument', 'résister', 'analyse', 'rigoureux', 'chiffre', 'juste', 'dommage', 'ralentir']",1
"['danger', 'voit', 'collapsollogue', 'prendre', 'mauvais', 'décision', 'besoin', 'argent', 'croissance', 'financer']",1
"['negawatt', 'utopique', 'nécessit', 'baisse', 'conso', 'drastique', 'conséquence', 'dramatique', 'inacceptable', 'consommer', 'pétrolegaz', 'davantage', 'délectricité', 'quoublie', 'negawatt', 'obnubiler', 'sortie', 'nucléaire']",1
['catastrophe'],1
"['bunker', 'lithium', 'désastr', 'écologique', 'humain', 'besoin', 'métal', 'dire', 'délirant', 'impossible', 'dramatique']",1
"['mariage', 'etat', 'durgence', 'terrorisme', 'cumul', 'mandat', 'prime', 'dactivité', 'transparence', 'vi', 'public', 'loi', 'santé', 'accord', 'climat', 'malheureusement', 'loi', 'travail']",1
"['attention', 'truc', 'énergétique', 'vert', 'installer', 'éolien', 'dire', 'dérange', 'animal', 'détruire', 'agir', 'attention', 'lidéologie', 'hystérique', 'pseudoécologiste']",1
"['macron', 'blackrock', 'révolution', 'france', 'macron', 'larbin', 'blackrock', 'privation', 'retraite', 'vaccin', 'écologique', 'capitalisme', 'demain', 'dette', 'grèce', 'reseauinternationalnetmacr']",1
"['daller', 'propo', 'incendiaire', 'lencontre', 'chine', 'pékin', 'falloir', 'peutêtre', 'oublier', 'chin', 'europe', 'finito']",1
"['visite', 'macron', 'von', 'der', 'leyen', 'tenir', 'propos', 'incendiaire', 'délirant', 'lencontr', 'chin', 'gouvernement', 'chinois', 'rappeler', 'europ']",1
"['question', 'simple', 'diminuer', 'émission', 'gae', 'diminuer', 'mauvais', 'augmenter', 'rester', 'question', 'simple', 'perd']",1
"['prétendre', 'pointe', 'dire', 'ancien', 'président', 'indignité']",1
"['lindustrie', 'auto', 'fin', 'blagu']",1
"['eni', 'indic', 'esg', 'italien', 'ansil', 'fatalité', 'pétrolier', 'pôle', 'tradingsatcomeniit0003132']",1
"['tweet', 'initial', 'détruisant', 'village', 'central', 'rapport', 'remarqu', 'détruire', 'village', 'barrage']",1
['arnaqu'],1
"['tempsci', 'fumer', 'allemand']",1
"['dirigeant', 'lire', 'tomber', 'lemprise', 'gourou', 'sect', 'climatique', 'détruisent', 'léconomie', 'européen', 'ue', 'tiktok', 'vmtiktokcomzmyga691k']",1
"['energetiqu', '10h11h', 'enjeux', 'climatique', 'énergétique', 'environnemental', 'mobilité', 'vert', 'efficacité', 'production', 'dénergie', 'financement', 'investissement', 'green', 'lnkdinefbvdu8v', 'transitionenergétiqu', 'mobilitevert']",1
"['fatalité', 'demander', 'besoin', 'énergie', 'vert', 'renouvelable', 'lesaffairescomstrategied']",1
"['futur', 'loi', 'programmation', 'énergieclimat', 'lpec', 'suspendre', 'crise', 'politique', 'buffly41nmh9w', 'extraire', 'briefing', 'contextetransp']",1
"['sujet', 'narratif', 'officiel', 'fracass', 'mur', 'réalité', 'pourtant', 'voix', 'dissident', 'quasi', 'censurée', 'injection', 'anti', 'covid', 'guerre', 'ukrain']",1
"['attendre', 'variant', 'wé', 'wé', 'prochain', 'inondation', 'walgov', 'pouvoir', 'offrir', 'chaufferette', 'électrique', 'sinistré', 'pseudo', 'crise', 'lénergie', 'agenda', 'prendre', 'con']",1
"['attendre', '3gw', 'nucléaire', 'manquer', 'inévitablement', 'pousser', 'central', 'fossile', 'charbon', 'tourner', 'davantage']",1
"['détonnant', 'temps', 'gauche', 'réveill', 'arrêter', 'prendre', 'lallemagn', 'modèle']",1
"['manière', 'général', 'retenir', 'quaucune', 'énergie', 'parfait', 'batterie', 'impact', 'environnemental', 'négatif', 'biodiversité', 'limite', 'raréfaction', 'minerai', 'compte']",1
"['plaindre', 'amoureux', 'nature', 'résident', 'local', 'réseau', 'clandestin', 'dopposant', 'soutenir', 'lindustrie', 'article', 'franchement', 'rigolo', 'spiegeldewirtschaftwinden']",1
"['triste', 'conclusion', 'acte', 'téméraire', 'poutin', 'retarder', 'année', 'europ', 'pétrole', 'continuer', 'temps', 'accompagner', 'naissance', 'douloureux', 'nouveau', 'ordre', 'mondial']",1
"['réchauffemer', 'climatique', 'arnaqu', 'poche', 'pas', 'carbone', 'davo', 'mener', 'crédit', 'social', 'chinois']",1
"['déplaise', 'libéral', 'repeint', 'vert', 'investissement', 'public', 'suggérer', 'dirigeant', 'passer', 'présent', 'edf', 'recours', 'investissement', 'priver', 'nucléaire', 'hérésie']",1
"['finalement', 'écologique', 'france', 'comprendre', 'sert', 'écologique', 'réaction', 'rejet', 'cours']",1
"['comprendre', 'sert', 'écologique', 'réaction', 'rejet', 'laurer', 'dirigeant', 'défilaient', 'tribune', 'éolien']",1
"['hey', 'flipper', 'menace', 'avéré', 'allemand', 'confiance', 'rejeter', 'co2', 'europ', 'passer']",1
"['roul', 'serpent', 'médecine', 'pma', 'homosexualité']",1
"['arnaque', 'monumental', 'empêcher']",1
"['violer', 'coup', 'frein', 'goletelegrammefrqo1p']",1
"['violer', 'coup', 'frein', 'goletelegrammefrtub']",1
"['fabl', 'co2', 'larnm', 'woke', 'business', 'croissance', 'pognon', 'dirig', 'monde', 'détruire', 'planèt', 'taire']",1
"['gros', 'business', 'inefficace', 'bousill', 'idéologie', 'central', 'nucléaire', 'amener', 'énergie', 'abondant', 'intermittent', 'fusion', 'nucléaire', 'train', 'perdre', 'compétition', 'faut', 'vision', 'industriel']",1
"['préparent', 'écologie', 'travailler', 'enfant', 'déranger', 'garanti', 'merd']",1
"['leurope', 'enjeu', 'stratégique', 'gagner', 'guerre', 'lénergie', 'autonome', 'énergie', 'leadership', 'gouvernance', 'climat', 'devenir', 'puissance', 'politique', 'mondial', 'cmathieu', 'ifri', 'ukrain']",1
"['quelquun', 'carboneutralité', 'voler']",1
