Content,Clean_Tweet,Date
[Transition écologique] Barbara Pompili chargée d’une étude sur l’acceptabilité sociale des zones à faibles émissions buff.ly/3LTZEJP Extrait du briefing de @ContexteTransp,"['transition', 'écologique', 'barbara', 'pompili', 'charger', 'étude', 'acceptabilité', 'social', 'zone', 'faible', 'émission', 'buffly3ltzejp', 'extraire', 'briefing', 'contextetransp']",2023-03-27
"✊ Soutien à @marinetondelier et aux copines et copains écolos pris•es pour cible par l’agro-industrie. _x000D_
_x000D_
🥕🚜 Le débat sur l’avenir de notre modèle agricole et la souveraineté alimentaire à l’heure de la transition écologique mérite mieux que de menaces puériles.","['soutien', 'marinetondelier', 'copine', 'copain', 'écolo', 'prendre', 'cibl', 'agroindustrie', 'x000d', 'x000d', 'débat', 'avenir', 'modèle', 'agricole', 'souveraineté', 'alimentaire', 'heure', 'transition', 'écologique', 'mérite', 'menace', 'puéril']",2023-03-27
@FabNigon Difficile de parler réellement transition écologique à la LFI.,"['fabnigon', 'difficile', 'réellement', 'transition', 'écologique', 'lfi']",2023-03-27
"PPL modifiée, par le Sénat, portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier et amplification des encarts publicitaires destinés à informer le public sur la transition écologique assemblee-nationale.fr/dyn/o…","['ppl', 'modifier', 'sénat', 'porter', 'fusion', 'filière', 'responsabilité', 'élargie', 'producteur', 'demballage', 'ménager', 'producteur', 'papier', 'amplification', 'encart', 'publicitaire', 'destiner', 'informer', 'public', 'transition', 'écologique', 'assembleenationalefrdyno']",2023-03-28
"Rapport d'information sur l'accélération de l'investissement des collectivités territoriales dans la transition écologique, à la suite des rencontres organisées le 2 février 2023 par la Délégation (M. Thomas Cazenave) assemblee-nationale.fr/dyn/o…","['rapport', 'dinformation', 'laccélération', 'linvestissement', 'collectivité', 'territorial', 'transition', 'écologique', 'suite', 'rencontre', 'organiser', 'février', 'délégation', 'thoma', 'cazenav', 'assembleenationalefrdyno']",2023-03-28
Il a été premier ministre pendant 3 ans c pas rien madame borne à été ministre des transports ministre de la transition écologique ministre du travail et première ministre elle a aussi été  conseillé de Jack lang Lionel jospin bertrand  delanoe préfete  et PDG de la Ratp,"['ministre', 'monsieur', 'born', 'ministre', 'transport', 'ministre', 'transition', 'écologique', 'ministre', 'travail', 'ministre', 'conseiller', 'jack', 'lang', 'lionel', 'jospin', 'bertrand', 'delano', 'préfete', 'pdg', 'ratp']",2023-03-28
"Y'a moyen qu'il en reste pour financer la transition écologique, la rénovation thermique des logements français, etc","['ya', 'moyen', 'financer', 'transition', 'écologique', 'rénovation', 'thermique', 'logement', 'français']",2023-03-28
"Belle soirée @Googleorg ._x000D_
#Impactchallenge _x000D_
Inclusion économique & transition écologique. _x000D_
Honoré de représenter la @mairiedu16 ._x000D_
De belles rencontres, merci à @GoogleFR pour l'invitation _x000D_
Des beaux projets a venir. _x000D_
En présence de Mme la ministre M.Schiappa .","['bel', 'soirée', 'googleorg', 'x000d', 'impactchallenge', 'x000d', 'inclusion', 'économique', 'transition', 'écologique', 'x000d', 'honorer', 'représenter', 'mairiedu16', 'x000d', 'bel', 'rencontre', 'googlefr', 'linvitation', 'x000d', 'beal', 'projet', 'venir', 'x000d', 'présence', 'ministre', 'mschiapper']",2023-03-28
"🤔 Vous êtes Ministre de la transition écologique ?_x000D_
Vous savez, j'espère, que les haies et le bocage ont une place TRÈS importante dans le cycle de l'eau_x000D_
Alors prenez des leçons en regardant cette vidéo, chose oubliée par l'agroéconomie prônée par la FNSEA","['ministre', 'transition', 'écologique', 'x000d', 'savoir', 'jespèr', 'haie', 'bocage', 'important', 'cycle', 'leaux000d', 'prendre', 'leçon', 'regarder', 'vidéo', 'chose', 'oublier', 'lagroéconomie', 'prôner', 'fnsea']",2023-03-28
"65% des principales technologies « vertes » sont fabriquées en Chine._x000D_
_x000D_
C’est toute l’ambivalence du financement de la transition écologique, qui profite à un régime autoritaire._x000D_
via @MichelBM33_x000D_
elements.visualcapitalist.co…","['principal', 'technologie', 'vert', 'fabriquer', 'chinex000d', 'x000d', 'ambivalence', 'financement', 'transition', 'écologique', 'profiter', 'régim', 'autoritairex000d', 'michelbm33x000d', 'elementsvisualcapitalistco']",2023-03-28
"Le @Hceres_ a reçu ce jour Michel Eddi pour échanger sur le plan climat-biodiversité et transition écologique de l’Enseignement supérieur et de la Recherche. _x000D_
Pour contribuer au défi de la transition écologique, nos évaluations intègrent des critères dédiés._x000D_
 #ESR #TransitionEco","['hcere', 'recevoir', 'michel', 'eddi', 'échanger', 'plan', 'climatbiodiversité', 'transition', 'écologique', 'enseignement', 'supérieur', 'recherche', 'x000d', 'contribuer', 'défi', 'transition', 'écologique', 'évaluation', 'intégrer', 'critère', 'dédiésx000d', 'esr', 'transitioneco']",2023-03-28
🤔 Transition écologique...FNSEA...Euh...,"['transition', 'écologiquefnseaeuh']",2023-03-28
"‼️💣💥👀💊💊‼️_x000D_
_x000D_
⚠️ Nous aimons les agriculteurs, mais PAS TOUS‼️_x000D_
_x000D_
Et certainement pas ceux qui sont fiers de recevoir le Ministre de la transition écologique, à leur Congrès 2023 , le jour d'une mobilisation nationale_x000D_
_x000D_
nitter.net/FNSEA/status/164… _x000D_
..","['x000d', 'x000d', 'aimon', 'agriculteur', 'x000d', 'x000d', 'certainement', 'fier', 'recevoir', 'ministre', 'transition', 'écologique', 'congrès', 'mobilisation', 'nationalex000d', 'x000d', 'nitternetfnseastatus164', 'x000d']",2023-03-28
"Le ministère de l'Écologie, champion des cabinets de conseil  reporterre.net/Le-ministere-…   À défaut d'être le champion de l'écologie, le ministère de la Transition écologique (MTE) peut se targuer d'un...","['ministère', 'lécologie', 'champion', 'cabinet', 'conseil', 'reporterrenetleminister', 'défaut', 'dêtr', 'champion', 'lécologie', 'ministèr', 'transition', 'écologique', 'mt', 'targuer']",2023-03-28
"Après avoir levé le risque de vote RN aux prochaines élections :_x000D_
_x000D_
""Devant nous, dans le monde du travail, on a des défis incroyables à relever, notamment en termes de transition écologique.""_x000D_
_x000D_
C'est vraiment cool d'entendre un syndicat porter cette parole !","['lever', 'risque', 'vote', 'rn', 'prochain', 'élection', 'x000d', 'x000d', 'monde', 'travail', 'défaire', 'incroyable', 'relever', 'terme', 'transition', 'écologiquex000d', 'x000d', 'cool', 'dentendre', 'syndicat', 'porter']",2023-03-28
Il n’y a absolument rien qui soit facile à appréhender dans la transition écologique d’autant moins face à autant de désinformation dans les médias et chez les politiques.,"['facile', 'appréhender', 'transition', 'écologique', 'désinformation', 'média', 'politique']",2023-03-28
"VOTEZ MICHELLE ODELIN pour: - une amélioration du statut des français de l’étranger, niveau impôts, protection sociale, justice, enseignement. - une meilleure gestion politique de nos ressources et de notre transition écologique. - une protection animale renforcée………","['voter', 'michell', 'odelin', 'amélioration', 'statut', 'français', 'étranger', 'niveau', 'impôt', 'protection', 'social', 'justice', 'enseignemer', 'meilleur', 'gestion', 'politique', 'ressource', 'transition', 'écologique', 'protection', 'animal', 'renforcer']",2023-03-28
"⚠️ Nous aimons les agriculteurs, mais PAS TOUS !!_x000D_
_x000D_
Et certainement pas ceux qui sont fiers de recevoir le Ministre de la transition écologique, à leur Congrès 2023 , le jour d'une mobilisation nationale.","['aimon', 'agriculteur', 'x000d', 'x000d', 'certainement', 'fier', 'recevoir', 'ministre', 'transition', 'écologique', 'congrès', 'mobilisation', 'national']",2023-03-28
"Le capitalisme est un progrès par rapport au système féodal, qui est un progrès par rapport au servage et à l'esclavagisme. Mais le capitalisme est dépassable. Les défis de la transition écologique montre d'ailleurs bien la nécessité de son dépassement.","['capitalisme', 'progrè', 'rapport', 'systèm', 'féodal', 'progrè', 'rapport', 'servage', 'lesclavagisme', 'capitalism', 'dépassabl', 'défi', 'transition', 'écologique', 'montr', 'dailleur', 'nécessiter', 'dépassement']",2023-03-28
Pays de la Loire. Transition écologique : des aides financières pour les entreprises (Courrier de l'Ouest) dlvr.it/SldDHW,"['loir', 'transition', 'écologique', 'aide', 'financier', 'entreprise', 'courrier', 'louest', 'dlvritslddhw']",2023-03-28
"Merci de votre engagement pour donner à l’agriculture improprement appelée industrielle toute la place qu’elle mérite dans la transition écologique. _x000D_
Il faut expliquer, expliquer encore. La pédagogie, la persévérance payeront et les khmers verts se convertiront. _x000D_
⤵️","['engagement', 'donner', 'agriculture', 'improprement', 'appeler', 'industriel', 'mérite', 'transition', 'écologique', 'x000d', 'expliquer', 'expliquer', 'pédagogie', 'persévérance', 'payer', 'khmer', 'vert', 'convertir', 'x000d']",2023-03-28
"Ben ça nous promet une transition écologique qui va aller du feu 🔥 de dieu._x000D_
C'est @EELV qui doit pas regretter d'avoir préféré @EmmanuelMacron banquier sans affect larbin des grosses fortunes  à l #aec2022._x000D_
Les combats écologiques vont Vachement avancer.....","['ben', 'promettre', 'transition', 'écologique', 'aller', 'feu', 'dieux000d', 'eelv', 'regretter', 'davoir', 'préférer', 'emmanuelmacron', 'banquier', 'affect', 'larbin', 'gros', 'fortune', 'aec2022x000d', 'combat', 'écologique', 'vachemer', 'avancer']",2023-03-28
"Mais de quelle ""transition écologique"" vous parlez ?_x000D_
_x000D_
Avec la FNSEA..._x000D_
_x000D_
Je dirais bien LOL en gros, mais ça me fait tellement pas rire en fait...","['transition', 'écologique', 'parler', 'x000d', 'x000d', 'fnseax000d', 'x000d', 'dire', 'lol', 'gros', 'rir']",2023-03-28
C'est booster l'Europe pour vous ??Continuer dans les énergies fossiles ?? Avec vos beaux discours sur la transition écologique !! Vous ne regarder que vos intérêts au détriment de la vie sur Terre ! Vous participer à un génocide planétaire programmé ! 👹✊🌍,"['booster', 'leurope', 'continuer', 'énergie', 'fossile', 'beal', 'discours', 'transition', 'écologique', 'regarder', 'intérêt', 'détrimer', 'vi', 'terre', 'participer', 'génocid', 'planétaire', 'programmer']",2023-03-29
"Vous n'avez aucun chiffre à fournir qui conforte votre avis, vos déclarations restent donc péremptoires!_x000D_
_x000D_
Par contre il y a des chiffres officiels du Ministère de la Transition écologique ici ⤵️_x000D_
myco2.fr/actualites/empreint…_x000D_
_x000D_
L' élevage est bel et bien nocif pour le climat CQFD !","['navez', 'chiffr', 'fournir', 'conforte', 'avi', 'déclaration', 'péremptoiresx000d', 'x000d', 'chiffre', 'officiel', 'ministèr', 'transition', 'écologique', 'x000d', 'myco2fractualitesempreint', 'x000d', 'x000d', 'élevage', 'bel', 'nocif', 'climat', 'cqfd']",2023-03-29
"Oui, la responsabilité première incombe aux politiques qui refusent le dialogue social, la transition écologique et veulent tout régler par la violence et la répression, et préparent ainsi le terrain au fascisme après l'avoir consciencieusement dédiabolisé.","['responsabiliter', 'incombe', 'politique', 'refuser', 'dialogue', 'social', 'transition', 'écologique', 'régler', 'violence', 'répression', 'préparer', 'terrain', 'fascisme', 'lavoir', 'consciencieusement', 'dédiaboliser']",2023-03-29
"énergie : Les centrales nucléaires françaises consomment trois fois moins d'eau douce qu'initialement estimé par les statisticiens du ministère de la Transition écologique, selon leurs nouveaux chiffres publiés mercredi à la veille de la présentation du plan Eau de l'exécutif. Cette consommation est désormais estimée à environ 0,5 milliard de mètres cubes par an, contre quelque 1,7 milliard précédemment, faisant passer la part du nucléaire de 31 % à 12 % dans la consommation totale française.","['énergie', 'central', 'nucléaire', 'français', 'consommer', 'deau', 'doux', 'quinitialement', 'estimer', 'statisticien', 'ministère', 'transition', 'écologique', 'chiffre', 'publier', 'mercredi', 'veille', 'présentation', 'plan', 'eau', 'lexécutif', 'consommation', 'estimer', 'milliard', 'mètre', 'cube', 'milliard', 'précédemment', 'passer', 'nucléaire', 'consommation', 'total', 'français']",2023-03-29
Tourcoing: la transition écologique concerne aussi les associations lavoixdunord.fr/1309218/arti…,"['tourcoing', 'transition', 'écologique', 'concerner', 'association', 'lavoixdunordfr1309218arti']",2023-03-29
"📣 Fier d'annoncer le lancement du #GoogleOrgImpactChallenge: Tech for Social Good destiné à soutenir des projets innovants autour de l’#inclusion économique et de la #transition écologique dans nos territoires, sous le marrainage de @MarleneSchiappa ⤵️ _x000D_
g.co/ImpactChallenge/France","['fier', 'dannoncer', 'lancement', 'googleorgimpactchallenge', 'tech', 'social', 'good', 'destiner', 'soutenir', 'projet', 'innovant', 'autour', 'inclusion', 'économique', 'transition', 'écologique', 'territoire', 'marrainage', 'marleneschiapper', 'x000d', 'gcoimpactchallengefrance']",2023-03-29
"💶Adoption du Budget primitif : _x000D_
_x000D_
▪️ Transition écologique_x000D_
▪️ Co-construction_x000D_
▪️ Service public local_x000D_
▪️ Solidarité","['adoption', 'budget', 'primitif', 'x000d', 'x000d', 'transition', 'écologiquex000d', 'coconstructionx000d', 'service', 'public', 'localx000d', 'solidarité']",2023-03-29
"En débitumant et en dégoudronnant progressivement les sols pour laisser la place à la végétation, #Montreuil poursuit son engagement pour la transition écologique. #CM93100","['débitumer', 'dégoudronner', 'progressivement', 'sol', 'végétation', 'montreuil', 'poursuivre', 'engagement', 'transition', 'écologique', 'cm93100']",2023-03-29
"En conseil municipal de #Gennevilliers :_x000D_
☑️ un budget au service de la transition écologique et du soutien aux habitants _x000D_
☑️ pas d'augmentation des impôts _x000D_
☑️ pas d'augmentation des tarifs des prestations municipales","['conseil', 'municipal', 'gennevillier', 'x000d', 'budget', 'service', 'transition', 'écologique', 'soutien', 'habitant', 'x000d', 'daugmentation', 'impôt', 'x000d', 'daugmentation', 'tarif', 'prestation', 'municipal']",2023-03-29
"Notre conférence du 4 avril : Concilier transition écologique et business média & marketing _x000D_
_x000D_
Avec notamment @publicis_france @ekimetrics @55FiftyFive55 @366communities @PrismaMediaS @Alliance_Presse @Uniondesmarques @SRI_France @Alliance_Dgtle @AACClive_x000D_
mindmedia.fr/medias-audiovis…","['conférence', 'concilier', 'transition', 'écologique', 'business', 'média', 'marketing', 'x000d', 'x000d', 'publicisfrance', 'ekimetric', '55fiftyfive55', '366communitie', 'prismamedia', 'alliancepresse', 'uniondesmarque', 'srifrance', 'alliancedgtle', 'aacclivex000d', 'mindmediafrmediasaudiovis']",2023-03-29
"La reforme des retraites ne passera pas . C’est pour financer la transition écologique ou la retraite ?_x000D_
La retraite minimum concerne 12 000 personnes  ou 2 millions ? La réforme est englobée dans la loi générale de la sécurité sociale. Flou, mensonger et abusif tout ça!","['reformer', 'retraite', 'passer', 'financer', 'transition', 'écologique', 'retraire', 'x000d', 'retraite', 'minimum', 'concerner', 'million', 'réforme', 'englober', 'loi', 'général', 'sécurité', 'social', 'flou', 'mensonger', 'abusif']",2023-03-29
Il est nécessaire d'engager de nouveaux moyens pour la transition écologique. #cm93100,"['nécessaire', 'dengager', 'moyen', 'transition', 'écologique', 'cm93100']",2023-03-29
"Fière de mon #entreprise et de mes équipes !🌱 Parce que la #transition #écologique constitue un enjeu majeur pour nous tous, et en particulier pour les #innovations et les #transformations #industrielles que nous accompagnons depuis 32 ans, nous investissons pour la #planète","['fier', 'entreprise', 'équipe', 'transition', 'écologique', 'constituer', 'enjeu', 'majeur', 'innovation', 'transformation', 'industriel', 'accompagnon', 'investisson', 'planèt']",2023-03-29
"VIE DE LA FACULTÉ_x000D_
Sensibiliser et former aux enjeux de la transition écologique dans l’enseignement supérieur et la recherche : donnez votre avis !_x000D_
Ministère de l’Enseignement Supérieur et de la Recherche_x000D_
_x000D_
+ D’infos : buff.ly/3JRlbQN","['vie', 'facultéx000d', 'sensibiliser', 'former', 'enjeux', 'transition', 'écologique', 'enseignement', 'supérieur', 'recherche', 'donner', 'avis', 'x000d', 'ministère', 'enseignement', 'supérieur', 'recherchex000d', 'x000d', 'info', 'buffly3jrlbqn']",2023-03-29
"Auditionnée au @Senat sur la transition écologique dans le domaine du bâti scolaire @LeandriNathalie, vice-prés. en charge de l'éducation et du numérique éducatif, a présenté les engagements des #HautsdeSeine en matière de construction et rénovation des collèges départementaux.","['auditionner', 'senat', 'transition', 'écologique', 'domaine', 'bâtir', 'scolaire', 'leandrinathalie', 'viceprer', 'charge', 'léducation', 'numérique', 'éducatif', 'présenter', 'engagement', 'hautsdeseine', 'matière', 'construction', 'rénovation', 'collège', 'départemental']",2023-03-29
"ministère de la transition écologique: Sauvez la zone boisée naturelle ""La Soreda"" d'Argelès-sur-Mer contre la bétonisation... - Signez la pétition ! chng.it/hW8Rkzpt via @ChangeFrance","['ministère', 'transition', 'écologique', 'sauver', 'zone', 'boiser', 'soreda', 'dargelèssurmer', 'bétonisation', 'signer', 'pétition', 'chngithw8rkzpt', 'changefrance']",2023-03-29
#DirectAN Fier de représenter la #circo de #Boulognebillancourt qui ne cesse de s’engager pour la transition écologique. 🌱Le prix 2023 du concours des Trophées Eco-Actions 🏆 @ecomaires est décerné à notre ville remis par @YaelBRAUNPIVET @BCouillard33.  Merci au Maire @pcbaguet.,"['directan', 'fier', 'représenter', 'circo', 'boulognebillancourt', 'cesser', 'engager', 'transition', 'écologique', 'prix', 'concour', 'tropher', 'ecoaction', 'ecomaire', 'décerner', 'ville', 'remettre', 'yaelbraunpivet', 'bcouillard33', 'maire', 'pcbaguet']",2023-03-29
"Avec : _x000D_
◾ Julie Deshayes @deshayes_julie, climatologue @CNRS_x000D_
◾ Julie Jebeile, @JulieJebeile philosophe des sciences @CNRS _x000D_
◾ Yann Françoise,@YannVlV Direction de la transition écologique et du climat @paris _x000D_
◾ Esther Loiseleur, @EstherLoiseleur, projet ""Paris 50 degrés""","['x000d', 'julie', 'deshayer', 'deshayesjulie', 'climatologue', 'cnrsx000d', 'julie', 'jebeil', 'juliejebeil', 'philosophe', 'science', 'cnrs', 'x000d', 'yann', 'françoiseyannvlv', 'direction', 'transition', 'écologique', 'climat', 'pari', 'x000d', 'esther', 'loiseleur', 'estherloiseleur', 'projet', 'pari', 'degrer']",2023-03-29
Lauréat du Prix des arts chimiques  : Mathieu Bailly président  d'EURODIA : la purification et le raffinage au cœur de la #transition écologique et énergétique ! @IndustrieFrance,"['lauréat', 'prix', 'art', 'chimique', 'mathieu', 'bailly', 'président', 'deurodia', 'purification', 'raffinage', 'cœur', 'transition', 'écologique', 'énergétique', 'industriefranc']",2023-03-29
La transition écologique selon les verts : charbon charbon charbooooooooooooon !!!,"['transition', 'écologique', 'vert', 'charbon', 'charbon', 'charbooooooooooooon']",2023-03-29
"""La France est"" tu ne représente que toi même...._x000D_
_x000D_
16% des inscrits par adhesion_x000D_
_x000D_
79% sont favorable à la transition écologique et seul le programme de la #Nupes y répond... Les époques change les priorités ne sont plus les même...","['france', 'représent', 'mêmex000d', 'x000d', 'inscrire', 'adhesionx000d', 'x000d', 'favorable', 'transition', 'écologique', 'programm', 'nupe', 'répondre', 'époque', 'change', 'priorité']",2023-03-30
"De toute manière dans 37 ou 43 ans , le système actuel des retraites n’existera plus. Entre l’IA, la robotisation et la transition ecologique, le travail va totalement muter.","['manière', 'système', 'actuel', 'retraite', 'exister', 'ia', 'robotisation', 'transition', 'ecologiqu', 'travail', 'totalement', 'muter']",2023-03-30
"Petite précision: la transition écologique ne se fera pas grâce au cobalt, c'est totalement faux. Elle se fera uniquement en réduisant notre niveau de consommation. Arrêtons de faire croire que la technologie nous sauvera, c'est dangereux.","['petit', 'précision', 'transition', 'écologique', 'faire', 'cobalt', 'totalement', 'faux', 'faire', 'uniquement', 'réduire', 'niveau', 'consommation', 'arrêton', 'croire', 'technologie', 'sauver', 'dangereux']",2023-03-30
"💬 « On peut faire toutes les ZFE du monde, si on ne franchit pas des étapes importantes comme le permet le #LyonTurin, on est plus qu’incomplet dans la volonté de faire la transition écologique » @DavidKimelfeld, ancien président de la Métropole de Lyon._x000D_
_x000D_
leprogres.fr/politique/2023/…","['zfe', 'monde', 'franchit', 'étape', 'important', 'lyonturin', 'incomplet', 'volonté', 'transition', 'écologique', 'davidkimelfeld', 'ancien', 'président', 'métropole', 'lyonx000d', 'x000d', 'leprogresfrpolitique2023']",2023-03-30
Transition écologique en carton de la macronie.,"['transition', 'écologique', 'carton', 'macroni']",2023-03-30
"Le mec comme tu dis s'appelle Jancovici, le directeur du @theShiftPR0JECT._x000D_
_x000D_
Et il soutient le programme de LFI qui est pour lui le seul programme compatible avec la transition écologique._x000D_
_x000D_
Et en plus tu as de la merde dans les oreilles...","['mec', 'dire', 'sappell', 'jancovici', 'directeur', 'theshiftpr0jectx000d', 'x000d', 'soutenir', 'programm', 'lfi', 'programme', 'compatible', 'transition', 'écologiquex000d', 'x000d', 'merde', 'oreille']",2023-03-30
"L'eau est le 1er chantier de la planification écologique portée par @Elisabeth_Borne. _x000D_
_x000D_
Notre engagement : un travail en concertation pour refonder notre gestion de cette ressource vitale pour accélérer la transition écologique et répondre aux effets du changement climatique.","['leau', 'premier', 'chantier', 'planification', 'écologique', 'porter', 'elisabethborn', 'x000d', 'x000d', 'engagement', 'travail', 'concertation', 'refonder', 'gestion', 'ressource', 'vital', 'accélérer', 'transition', 'écologique', 'répondre', 'effet', 'changemer', 'climatique']",2023-03-30
"Je viens de regarder #EnvoyeSpecial et je suis juste horrifiée cette maman m’a émue au larmes de voir comment ils paient le prix de notre transition écologique !_x000D_
ce monde me dégoûte _x000D_
#capitalisme #exploitation #cobalt #coltan #china _x000D_
Il faut faire quelque chose !","['vien', 'regarder', 'envoyespecial', 'horrifier', 'maman', 'ému', 'larme', 'voir', 'paient', 'prix', 'transition', 'écologique', 'x000d', 'monde', 'dégoûter', 'x000d', 'capitalisme', 'exploitation', 'cobalt', 'coltan', 'chiner', 'x000d', 'chose']",2023-03-30
"Elle est belle notre transition écologique 😡 En exploitant les mines de cobalt servant aux batteries électriques on tuent et provoquent des malformations chez les enfants_x000D_
#EnvoyéSpécial","['bel', 'transition', 'écologique', 'exploiter', 'mine', 'cobalt', 'servir', 'batterie', 'électrique', 'tuer', 'provoquer', 'malformation', 'enfantsx000d', 'envoyéspécial']",2023-03-30
"Au contraire je decide pour moi même et j'ai choisi de soutenir le seul programme qui est économiquement compatible avec la transition écologique. Le seul programme humaniste, social, écologique et féministe._x000D_
_x000D_
Le seul qui favorise le vivant et l'etre humain plutot que le fric.","['contraire', 'decid', 'choisir', 'soutenir', 'programm', 'économiquement', 'compatible', 'transition', 'écologique', 'programme', 'humaniste', 'social', 'écologique', 'féministex000d', 'x000d', 'favorise', 'vivre', 'letre', 'humain', 'plutot', 'fric']",2023-03-30
Je suis outré et à la fois content que les occidentaux regardent ceci...avec leur transition écologique au prix du sang Gongolais...ecologie de merde,"['outrer', 'content', 'occidental', 'regarder', 'ceciavec', 'transition', 'écologique', 'prix', 'sang', 'gongolaisecologie', 'merd']",2023-03-30
Elle est belle la transition écologique........une honte,"['bel', 'transition', 'écologiqueune', 'hont']",2023-03-30
Maintenant vous savez pourquoi la Chine est leader dans la voiture électrique! Sacré transition écologique #envoyespecial @LukondeSama #tesla #transitionenergetique #kolwezi #cobalt #rdc #congo,"['savoir', 'chin', 'leader', 'voiture', 'électrique', 'sacrer', 'transition', 'écologique', 'envoyespecial', 'lukondesamer', 'tesla', 'transitionenergetiqu', 'kolwezi', 'cobalt', 'rdc', 'congo']",2023-03-30
"Et d’ici 2040, il faudra en fournir 20 fois plus qu’aujourd’hui, alors que le Congo est à des années lumières d’une transition écologique._x000D_
J’ai le coeur qui saigne","['falloir', 'fournir', 'congo', 'année', 'lumière', 'transition', 'écologiquex000d', 'coeur', 'saign']",2023-03-30
Elle est belle la transition écologique 😅😅😂,"['bel', 'transition', 'écologique']",2023-03-30
"Qui croit encore que le PR veut la transition écologique ? Tout ce qu'il fait va plutôt  dans le sens de l'accélération du dérèglement climatique. Il a fait sienne la petite phrase de Sarkozy : ""l'écologie, ça commence à bien faire""","['croit', 'pr', 'transition', 'écologique', 'sens', 'laccélération', 'dérèglement', 'climatique', 'petit', 'phras', 'sarkozy', 'lécologie', 'commenc']",2023-03-30
La Ville de #Rennes investit pour la transition écologique et sociale à Villejean. Présentation aux copropriétés privées de la Dalle Kennedy du dispositif d’accompagnement par Territoires Publics des études en matière de chauffage et de rénovation énergétique des immeubles.,"['ville', 'renne', 'investit', 'transition', 'écologique', 'social', 'villejean', 'présentation', 'copropriété', 'privé', 'dall', 'kennedy', 'dispositif', 'accompagnement', 'territoire', 'public', 'étude', 'matière', 'chauffage', 'rénovation', 'énergétique', 'immeuble']",2023-03-30
Sans compter que les gens veulent une transition écologique mais viennent pigner quand on installe une éolienne dans leur champ de vision 😅,"['compter', 'transition', 'écologique', 'venir', 'pigner', 'installe', 'éolien', 'champ', 'vision']",2023-03-30
"Et ces 10% pourrons ainsi être utilisés dans des stockages en bassines pour irriguer nos champs de maïs et ainsi faire du biométhane._x000D_
En marche vers la transition écologique ! _x000D_
Vous êtes un génie M. Le Président 😍","['pouvoir', 'utiliser', 'stockage', 'bassine', 'irriguer', 'champ', 'maïs', 'biométhanex000d', 'marche', 'transition', 'écologique', 'x000d', 'génie', 'président']",2023-03-30
"PPL modifiée, par le Sénat, portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier et amplification des encarts publicitaires destinés à informer le public sur la transition écologique assemblee-nationale.fr/dyn/o…","['ppl', 'modifier', 'sénat', 'porter', 'fusion', 'filière', 'responsabilité', 'élargie', 'producteur', 'demballage', 'ménager', 'producteur', 'papier', 'amplification', 'encart', 'publicitaire', 'destiner', 'informer', 'public', 'transition', 'écologique', 'assembleenationalefrdyno']",2023-03-30
"Protection des enfants ? Où ? Fermeture des classes_x000D_
Producteurs de quoi ? Maïs buveur d eau_x000D_
Permis ? Ah oui les A qui sont à 130_x000D_
Droit des marins ? Grève port de pêche_x000D_
Accès aux soins ? 2 ans pour un gyneco_x000D_
Transition écologique ? Hélico Macron ah oui","['protection', 'enfant', 'fermeture', 'classesx000d', 'producteur', 'maïs', 'buveur', 'eaux000d', 'permettre', '130x000d', 'droit', 'marin', 'grever', 'port', 'pêchex000d', 'accès', 'soin', 'gynecox000d', 'transition', 'écologique', 'hélico', 'macron']",2023-03-31
"Au niveau européen, il ne s'agit pas d'opposer les pro nucléaires des pro ENR! ces deux sources d´énergie peuvent cohabiter et sont complètementaires, comment voulez-vous que les peuples comprennent votre cacophonie au nom d'une transition écologique !  euractiv.fr/section/energie/…","['niveau', 'européen', 'sagit', 'dopposer', 'pro', 'nucléaire', 'pro', 'source', 'énergie', 'cohabiter', 'complètementaire', 'voulezvou', 'peuple', 'comprendre', 'cacophonie', 'nom', 'transition', 'écologique', 'euractivfrsectionenergi']",2023-03-31
Il se passe pour le Congo avec la transition écologique ce qui s'est passé pour les nations arabes au jour du pétrodollars...Pourvu qu'on sache saisir ce moment.  Comprends qui pourra 🤷🏽‍♂️.,"['passer', 'congo', 'transition', 'écologique', 'sest', 'nation', 'arabe', 'pétrodollarspourvu', 'savoir', 'saisir', 'moment', 'comprend', 'pouvoir']",2023-03-31
La transition écologique c’est pour faire croire aux gens qu’ils peuvent encore continuer à profiter de leurs conforts et à consommer comme des gloutons mais la vérité c’est que dans quelques décennies nous finirons par payer cette gloutonnerie,"['transition', 'écologique', 'croire', 'continuer', 'profiter', 'confort', 'consommer', 'glouton', 'vérité', 'décennie', 'finir', 'payer', 'gloutonnerie']",2023-03-31
"Ingénieurs top, professeurs top, médecin et urgentistes top, infirmers et infirmières top, éboueurs top, agriculteurs se tournant vers le transition écologique top, scientifiques et rapport du giec top, ..._x000D_
_x000D_
On connaît aussi ce discourt ci","['ingénieur', 'top', 'professeur', 'top', 'médecin', 'urgentiste', 'top', 'infirmer', 'infirmier', 'top', 'éboueur', 'top', 'agriculteur', 'tournant', 'transition', 'écologique', 'top', 'scientifique', 'rapport', 'giec', 'top', 'x000d', 'x000d', 'connaître', 'discourt']",2023-03-31
